Court_State,Court_District,Case_Type,Count,Mapping,As_Of_Date
Assam,Kamrup Metro,LETTER OF ADMINISTRATION,80,Civil,14-12-2022
Assam,Kamrup Metro,M. V. ACT,5597,Criminal,19-03-2022
Assam,Kamrup Metro,MISC APPEAL CIV,17,Civil,30-10-2023
Assam,Kamrup Metro,MISC CASE - BAILOR,62,Criminal,15-10-2022
Assam,Kamrup Metro,MISC CASE BIRTH CERTIFICATE,5,Civil,06-05-2023
Assam,Kamrup Metro,MISC CASE DEATH CERTIFICATE,2,Civil,15-07-2022
Assam,Kamrup Metro,MISC CASE POST MORTEM,6,Criminal,17-05-2023
Assam,Kamrup Metro,MISC CASE-SEC.5 LIMITATION ACT,385,Other,27-12-2021
Assam,Kamrup Metro,MISC CASE UNDER E S I ACT,143,Civil,25-12-2021
Assam,Kamrup Metro,MISC CASE UNDER I D ACT,22,Civil,13-06-2022
Assam,Kamrup Metro,MISC CASE UNDER W A K F ACT,8,Civil,28-11-2021
Assam,Kamrup Metro,MISC J CASE CIV,25,Civil,29-05-2022
Assam,Kamrup Metro,MISC. ( J) CASE,12445,Civil,22-10-2022
Assam,Kamrup Metro,MISC. ADOPTION CASE,490,Civil,12-08-2022
Assam,Kamrup Metro,MISC. APPEAL,734,Civil,07-04-2022
Assam,Kamrup Metro,MISC. APPEAL CIV,246,Civil,19-01-2023
Assam,Kamrup Metro,MISC. ARBITRATION,618,Civil,22-12-2022
Assam,Kamrup Metro,MISC. ARBITRATION(APPEAL),7,Civil,02-04-2022
Assam,Kamrup Metro,MISC. CASE,1483,Criminal,11-01-2023
Assam,Kamrup Metro,MISC. CASE ( CIVIL ),31,Civil,12-07-2022
Assam,Kamrup Metro,MISC. CASE ( CRIMINAL ),356,Criminal,11-06-2023
Assam,Kamrup Metro,MISC. CASE ( DOMESTIC VIOLENCE),93,Criminal,04-06-2023
Assam,Kamrup Metro,MISC. CASE DOMESTIC VIOLENCE,229,Criminal,27-07-2022
Assam,Kamrup Metro,MISC. CASE( C B I),4,Criminal,12-04-2022
Assam,Kamrup Metro,MISC. CASE(446 CR.P.C),67,Criminal,04-03-2023
Assam,Kamrup Metro,MISC. GUARDIANSHIP,25,Civil,05-05-2022
Assam,Kamrup Metro,MISC. PROBATE,483,Civil,13-01-2023
Assam,Kamrup Metro,MISC. SUCCESSION,19,Civil,02-01-2022
Assam,Kamrup Metro,MISC.J. CIV,79,Civil,10-09-2022
Assam,Kamrup Metro,MONEY APPEAL,224,Civil,30-12-2022
Assam,Kamrup Metro,MONEY APPEAL CIV,5,Civil,08-10-2022
Assam,Kamrup Metro,MONEY EXECUTION,3092,Civil,26-02-2023
Assam,Kamrup Metro,MONEY EXECUTION CIV,73,Civil,28-12-2021
Assam,Kamrup Metro,MONEY EXECUTION CIVIL,27,Civil,11-07-2022
Assam,Kamrup Metro,MONEY EXECUTION(ARBITRATION),574,Civil,14-07-2022
Assam,Kamrup Metro,MONEY SUIT,7224,Civil,29-03-2023
Assam,Kamrup Metro,MONEY SUIT SUMMARY,8,Civil,14-11-2022
Assam,Kamrup Metro,MOTOR V. ACT,6688,Criminal,31-01-2023
Assam,Kamrup Metro,MOTOR VEHICLE ACT,10021,Criminal,20-09-2022
Assam,Kamrup Metro,MV ACT,2494,Criminal,06-06-2022
Assam,Kamrup Metro,MV. ACT,7417,Criminal,03-05-2023
Assam,Kamrup Metro,MVACT,13880,Criminal,17-11-2022
Assam,Kamrup Metro,N D P S ACT,842,Criminal,11-12-2022
Assam,Kamrup Metro,N I ACT,3370,Criminal,19-09-2022
Assam,Kamrup Metro,POLICE REPORT CASE  JJB PRC JJB,95,Criminal,13-08-2022
Assam,Kamrup Metro,POLICE REPORT CASE  PRC,4694,Criminal,23-09-2022
Assam,Kamrup Metro,POLICE REPORT CASE PRC,262,Criminal,15-11-2022
Assam,Kamrup Metro,PREVENTION OF CORRUPTION ACT,28,Criminal,06-08-2023
Assam,Kamrup Metro,PROBATE TITLE SUIT,127,Civil,09-06-2023
Assam,Kamrup Metro,PROBATE TS CIV,4,Civil,28-11-2021
Assam,Kamrup Metro,PROPERTY DAMAGE CASE  M A C T,127,Civil,10-05-2023
Assam,Kamrup Metro,MISC CASE TRANSFER,224,Other,07-05-2023
Assam,Kamrup Metro,REFERENCE CASE U/ S 10 I D ACT,17,Civil,24-09-2022
Assam,Kamrup Metro,SESSIONS  SPL J.J.B,1,Criminal,27-08-2022
Assam,Kamrup Metro,SESSIONS ( SPL.),200,Criminal,24-02-2023
Assam,Kamrup Metro,SESSIONS CASE,4368,Criminal,16-11-2022
Assam,Kamrup Metro,SESSIONS CASE J.J.B,3,Criminal,25-11-2021
Assam,Kamrup Metro,SESSIONS SPECIAL(COMPANIES ACT),8,Criminal,04-09-2022
Assam,Kamrup Metro,SESSIONS SPL. (LAND GRABBING),135,Criminal,04-12-2021
Assam,Kamrup Metro,SPECIAL CASE,106,Criminal,21-05-2022
Assam,Kamrup Metro,SPECIAL CASE ( CORRUPTION CASE ),353,Criminal,20-07-2022
Assam,Kamrup Metro,MISC CASE 5 OF LIMIT. ACT 1963,210,Other,04-07-2022
Assam,Kamrup Metro,SPECIAL CASE CBI,115,Criminal,09-03-2023
Assam,Kamrup Metro,SPECIAL N I A CASE,16,Criminal,11-08-2022
Assam,Kamrup Metro,SPECIAL PMLA,19,Criminal,24-03-2022
Assam,Kamrup Metro,SUCCESION CASE,1823,Civil,18-10-2022
Assam,Kamrup Metro,SUCCESSION CERTIFICATE,3,Civil,18-11-2022
Assam,Kamrup Metro,SUIT UNDER W A K F TRIBUNAL,5,Civil,26-07-2022
Assam,Kamrup Metro,TITLE APPEAL,1545,Civil,11-02-2022
Assam,Kamrup Metro,TITLE APPEAL CIV,427,Civil,01-01-2023
Assam,Kamrup Metro,TITLE EXECUTION,1110,Civil,01-02-2023
Assam,Kamrup Metro,TITLE EXECUTION A,4,Civil,22-04-2022
Assam,Kamrup Metro,TITLE EXECUTION CIV,31,Civil,01-06-2022
Assam,Kamrup Metro,TITLE EXECUTION CIVIL,14,Civil,05-07-2023
Assam,Kamrup Metro,TITLE SUIT,10526,Civil,07-10-2023
Assam,Kamrup Metro,TITLE SUIT ( ARBITRATION ),1,Civil,20-04-2022
Assam,Kamrup Metro,TITLE SUIT ( D),1,Civil,27-02-2023
Assam,Kamrup Metro,TITLE SUIT CIV,2,Civil,18-03-2023
Assam,Kamrup Metro,TRANSFER MISC. CASE ( CIVIL ),263,Civil,02-09-2023
Assam,Kamrup Metro,TRANSFER MISC. CASE ( CRL. ),47,Criminal,23-08-2023
Assam,Kamrup Metro,U/ S 10 OF I D ACT,96,Civil,15-09-2022
Assam,Kamrup Metro,U/ S 33 -2 - B OF I D ACT,41,Civil,28-09-2022
Assam,Kamrup Metro,U/ S 33 A OF I D ACT,7,Civil,27-03-2023
Assam,Kamrup Metro,U/ S 33 C -2 OF I D ACT,42,Civil,19-12-2021
Assam,Kamrup Metro,U/S  A 2 OF I.E. ACT,1,Civil,20-08-2023
Assam,Kamrup Metro,U/S 2 A OF I.D. ACT,36,Civil,18-11-2022
Assam,Kamrup Metro,MISC(J.),76,Other,31-08-2023
Assam,Kamrup Metro,MISC. TRANSFER,43,Other,08-10-2023
Assam,Kamrup Metro,SPECIAL CASE ( ELECTRICITY),31,Other,02-05-2022
Assam,Kamrup Metro,MISC CASE GENERAL,20,Other,25-10-2022
Assam,Kamrup Metro,MISC. REVOCATION,19,Other,12-05-2022
Assam,Kamrup Metro,TRANSFER MISC. CASE,17,Other,05-09-2023
Assam,Kamrup Metro,UNDER SECTION 10 -1- C,9,Other,25-03-2023
Assam,Kamrup Metro,SUMMARY SUIT,7,Other,03-07-2023
Assam,Kamrup Metro,ASSAM FOREST REGULATION,5,Other,02-03-2023
Assam,Kamrup Metro,MISC. J. CASE,1,Other,26-03-2022
Assam,Kamrup Metro,RECOVERY CASE,1,Other,19-01-2022
Assam,Sonitpur,APPOINTMENT OF GUARDIAN,2,Civil,11-06-2023
Assam,Sonitpur,ASSAM FOREST REGULATION,3,Other,11-07-2022
Assam,Sonitpur,ASSAM SHOP AND AMP  ESTABLISHMENT,2,Civil,17-09-2023
Assam,Sonitpur,BAIL 438,29,Criminal,30-04-2023
Assam,Sonitpur,BAIL 439,40,Criminal,14-05-2023
Assam,Sonitpur,BAIL APPLICATION (MISC. CRL.),142,Criminal,10-05-2022
Assam,Sonitpur,BRIBERY,1,Criminal,02-05-2022
Assam,Sonitpur,CASES UNDER SECTION 125 CR P C,2,Criminal,12-11-2023
Assam,Sonitpur,COMPLAINT CASE ( C R),1168,Criminal,30-12-2021
Assam,Sonitpur,COMPLAINT CASE (CR),211,Criminal,31-01-2023
Assam,Sonitpur,COMPLAINT CASE( MV ACT),152,Criminal,30-09-2022
Assam,Sonitpur,COMPLAINT CASE(EXCISE ACT),2,Criminal,01-09-2022
Assam,Sonitpur,COPYRIGHT ACT,5,Civil,20-07-2022
Assam,Sonitpur,CR (T),7027,Criminal,16-09-2023
Assam,Sonitpur,CR EX,137,Criminal,03-09-2022
Assam,Sonitpur,CRIMINAL APPEAL,88,Criminal,24-04-2023
Assam,Sonitpur,CRIMINAL REVISION,110,Criminal,20-07-2022
Assam,Sonitpur,ELECTION PETITION,1,Civil,23-05-2023
Assam,Sonitpur,EXCISE ACT,26,Criminal,14-05-2022
Assam,Sonitpur,G R CASE,3788,Criminal,25-04-2023
Assam,Sonitpur,L. A. MISC.,1,Civil,02-05-2022
Assam,Sonitpur,LAND GRABBING ACT,3,Criminal,29-07-2023
Assam,Sonitpur,M A C T,18,Civil,02-08-2022
Assam,Sonitpur,MACT (DEATH CASE),2011,Civil,14-12-2021
Assam,Sonitpur,MACT (INJURY CASE),2220,Civil,24-12-2021
Assam,Sonitpur,MACT (PROPERTY DAMAGED CASE),83,Civil,22-01-2023
Assam,Sonitpur,MATRIMONIAL SUIT,186,Civil,07-10-2022
Assam,Sonitpur,MISC-94,9,Civil,20-04-2022
Assam,Sonitpur,MISC (LETTER OF ADMINISTRATION),1,Civil,19-04-2023
Assam,Sonitpur,MISC CASE,28,Civil,13-11-2023
Assam,Sonitpur,MISC(J.),5,Civil,16-08-2023
Assam,Sonitpur,MISC. ( CON),2,Other,28-12-2022
Assam,Sonitpur,MISC. ( J) CASE,100,Civil,25-10-2023
Assam,Sonitpur,MISC. ( MOTOR ACCIDENT CASE ),6,Civil,12-11-2023
Assam,Sonitpur,MISC. (BAIL),493,Criminal,21-09-2023
Assam,Sonitpur,MISC. (J) CASE,2576,Civil,22-09-2022
Assam,Sonitpur,MISC. APPEAL,90,Civil,06-02-2023
Assam,Sonitpur,MISC. ARBITRATION,2,Civil,12-11-2023
Assam,Sonitpur,MISC. CASE,587,Other,28-11-2022
Assam,Sonitpur,MISC. CASE-CIVIL,5,Civil,24-06-2022
Assam,Sonitpur,MISC. CASE(446 CR.P.C),1,Criminal,07-04-2022
Assam,Sonitpur,MISC. CRIMINAL,20,Criminal,21-06-2023
Assam,Sonitpur,MISC. CRIMINAL (U/S 446),4,Criminal,19-12-2021
Assam,Sonitpur,MISC. GUARDIANSHIP,27,Civil,05-03-2023
Assam,Sonitpur,MISC. MACT(CONDONATION),33,Civil,15-03-2022
Assam,Sonitpur,MISC. PROBATE,27,Civil,07-08-2022
Assam,Sonitpur,MISC. REVIEW (MACT),78,Civil,29-06-2023
Assam,Sonitpur,MISC. SUCCESSION,361,Civil,12-01-2023
Assam,Sonitpur,MONEY APPEAL,34,Civil,19-03-2023
Assam,Sonitpur,MONEY EXECUTION,177,Civil,21-04-2022
Assam,Sonitpur,MONEY SUIT,602,Civil,28-03-2023
Assam,Sonitpur,MONEY SUIT SUMMARY,1,Civil,30-05-2023
Assam,Sonitpur,MOTOR VEHICLE ACT,636,Civil,30-03-2023
Assam,Sonitpur,MR,67,Criminal,23-06-2022
Assam,Sonitpur,N D P S ACT,6,Criminal,01-11-2023
Assam,Sonitpur,N I ACT,13,Criminal,05-06-2023
Assam,Sonitpur,P R CASE,730,Criminal,09-03-2022
Assam,Sonitpur,PR CASE,290,Criminal,01-04-2022
Assam,Sonitpur,PROBATE TITLE SUIT,1,Civil,16-01-2022
Assam,Sonitpur,SESSIONS ( SPL.),8,Criminal,10-11-2023
Assam,Sonitpur,SESSIONS CASE,1584,Criminal,11-12-2021
Assam,Sonitpur,SPECIAL CASE ( ELECTRICITY),7,Criminal,30-04-2023
Assam,Sonitpur,SPL. POCSO,171,Criminal,06-03-2022
Assam,Sonitpur,SUCCESION CASE,3,Civil,14-04-2023
Assam,Sonitpur,SUCCESSION CERTIFICATE,2,Civil,12-02-2022
Assam,Sonitpur,T.S (D),66,Civil,08-04-2023
Assam,Sonitpur,TITLE APPEAL,231,Civil,26-10-2022
Assam,Sonitpur,TITLE EXECUTION,372,Civil,29-01-2022
Assam,Sonitpur,TITLE SUIT,1904,Civil,28-11-2021
Assam,Sonitpur,TITLE SUIT (PROBATE),2,Civil,17-02-2022
Assam,Sonitpur,TITLE SUIT (RESTITUTION),2,Civil,06-07-2023
Assam,Sonitpur,TS (P),1,Civil,23-10-2023
Assam,Sonitpur,WEIGHTS AND AMP MEASUREMENT ACT,2,Criminal,07-09-2022
Bihar,Begusarai,ANTICIPATORY BAIL,13036,Criminal,04-03-2023
Bihar,Begusarai,APPELLATE TRIBUNAL OF MAINTENANCE,1,Civil,18-07-2023
Bihar,Begusarai,ARBITRATION APPEAL,5,Civil,12-11-2023
Bihar,Begusarai,ARBITRATION R.D.,1,Civil,18-11-2021
Bihar,Begusarai,CIVIL TRANSFER PETET,487,Civil,01-05-2022
Bihar,Begusarai,CLAIM CASES,570,Civil,27-09-2023
Bihar,Begusarai,CR. CASE COMPLAINT (O),4460,Criminal,25-08-2022
Bihar,Begusarai,CR. CASE COMPLAINT (P),29858,Criminal,08-02-2022
Bihar,Begusarai,CR. REVISION,2705,Criminal,29-08-2023
Bihar,Begusarai,CRI. APPEAL,1378,Criminal,28-04-2023
Bihar,Begusarai,CRI. BAIL APPLN.,12469,Criminal,22-09-2022
Bihar,Begusarai,CRI. CASE,65996,Criminal,05-06-2023
Bihar,Begusarai,CRI. M.A.,9,Criminal,09-06-2022
Bihar,Begusarai,CRI. REV APP.,937,Criminal,22-10-2022
Bihar,Begusarai,CRI. TRANSFER PETET,796,Criminal,27-11-2022
Bihar,Begusarai,CRIMINAL MISLANEOUS,404,Criminal,08-04-2022
Bihar,Begusarai,DECLARATIVCE SUIT,1,Civil,10-05-2023
Bihar,Begusarai,DISSOLUTION OF MARRI,5,Civil,23-05-2022
Bihar,Begusarai,DIVORCE CASE,700,Civil,14-07-2023
Bihar,Begusarai,DOMESTIC VIOLENCE,117,Criminal,15-05-2023
Bihar,Begusarai,DOMESTIC VIOLENCE ACT 2005,11,Criminal,15-04-2022
Bihar,Begusarai,E.C.ACT.SPL.CASE,1,Criminal,10-11-2022
Bihar,Begusarai,ELECT. PETN,29,Civil,07-03-2022
Bihar,Begusarai,EVICTION EXECUTION,2,Civil,09-04-2023
Bihar,Begusarai,EVICTION SUIT(U/S BBC ACT/ U/S 111 TP ACT),4,Civil,28-11-2022
Bihar,Begusarai,EXCISE ACT,1959,Criminal,04-04-2022
Bihar,Begusarai,EXECUITION CASES,445,Civil,05-11-2022
Bihar,Begusarai,EXECUTION CASE FAMIL,13,Civil,30-10-2022
Bihar,Begusarai,FINAL DECREE,42,Civil,18-03-2023
Bihar,Begusarai,G P APEAL,2,Civil,19-07-2022
Bihar,Begusarai,G P APPEAL,4,Civil,24-03-2022
Bihar,Begusarai,GUARDIANSHIP,70,Civil,10-12-2021
Bihar,Begusarai,HARIZAN ATROCITIES ACT,27,Criminal,18-05-2023
Bihar,Begusarai,INDIAN PENAL CODE (IPC),1,Criminal,28-09-2022
Bihar,Begusarai,INFORMATION PETETION,5656,Criminal,18-04-2023
Bihar,Begusarai,"INJUNCTION O-39 , R1, 2",1,Civil,10-10-2023
Bihar,Begusarai,INSOLVENCY,2,Civil,05-12-2021
Bihar,Begusarai,INTERPLEADER SUIT,1,Civil,15-09-2023
Bihar,Begusarai,J.J.C.P.,8,Criminal,23-11-2022
Bihar,Begusarai,JUDICIAL SEPARATION,3,Civil,12-10-2022
Bihar,Begusarai,L.A,25,Civil,17-08-2023
Bihar,Begusarai,LAND ACQUISTAION CASES,18,Civil,31-08-2023
Bihar,Begusarai,M.A.C.T CASE,442,Civil,08-06-2023
Bihar,Begusarai,M.A.C.T. EXECUTATION,9,Civil,20-11-2022
Bihar,Begusarai,MAINTAINANCE,1349,Criminal,08-06-2022
Bihar,Begusarai,MATRIMONIAL CASE,1128,Civil,20-02-2022
Bihar,Begusarai,MISC CASE,8,Civil,31-05-2023
Bihar,Begusarai,MISC CASE FAMILY COU,81,Civil,01-05-2022
Bihar,Begusarai,MISC CASES,15,Civil,28-08-2022
Bihar,Begusarai,"MISC CASES A) O-9 , R-4  B) O-9, R-9 C) U/S 47CPC",161,Civil,23-06-2023
Bihar,Begusarai,MISC. ADOPTION,15,Civil,30-08-2023
Bihar,Begusarai,MISC. CASE,504,Civil,23-04-2022
Bihar,Begusarai,MISC. CIVIL APPEAL,120,Civil,05-05-2022
Bihar,Begusarai,MISLANEOUS,535,Other,04-11-2022
Bihar,Begusarai,MONEY APPEAL,8,Civil,06-12-2022
Bihar,Begusarai,MONEY EXECUTATION,394,Civil,12-09-2023
Bihar,Begusarai,MONEY EXECUTION,142,Civil,09-07-2023
Bihar,Begusarai,MONEY SUIT,333,Civil,13-05-2022
Bihar,Begusarai,MUNCI. APPEAL,21,Civil,28-06-2023
Bihar,Begusarai,NDPS. S. CASE,302,Criminal,07-09-2022
Bihar,Begusarai,OTHER MISC. CRI. APPLN.,1,Criminal,30-05-2023
Bihar,Begusarai,PARTION SUIT,10,Civil,09-01-2022
Bihar,Begusarai,POCSO 2012,404,Criminal,12-12-2021
Bihar,Begusarai,PROBATE CASE,389,Civil,19-04-2022
Bihar,Begusarai,"RESTORATION OF SUITS 0-9 R-4 , 0-9 , R -9",1,Civil,28-09-2023
Bihar,Begusarai,REVOCATION OF PROBATE CASE,1,Civil,29-06-2022
Bihar,Begusarai,S.J.T. APPL,33,Civil,20-09-2022
Bihar,Begusarai,SESSION CASE,10130,Criminal,24-10-2023
Bihar,Begusarai,SMALL CASES,2,Civil,05-10-2022
Bihar,Begusarai,SPL. CASE,1,Criminal,20-10-2022
Bihar,Begusarai,SPL. CASE SC/ST,263,Criminal,20-03-2022
Bihar,Begusarai,SPL. CRI. MA,3,Criminal,11-04-2023
Bihar,Begusarai,SUCCESSION,3,Civil,01-12-2022
Bihar,Begusarai,SUCCESSION CASE,162,Civil,08-11-2023
Bihar,Begusarai,SUCESSION CERTIFICATE CASES,16,Civil,21-01-2023
Bihar,Begusarai,T S PARTITION,359,Civil,05-08-2022
Bihar,Begusarai,TITLE APPEAL,696,Civil,25-11-2022
Bihar,Begusarai,TITLE APPL,2,Civil,27-02-2023
Bihar,Begusarai,TITLE D. SUIT,1,Civil,01-10-2022
Bihar,Begusarai,TITLE EVICTION SUIT,408,Civil,09-04-2023
Bihar,Begusarai,TITLE EXECUTION,325,Civil,04-11-2022
Bihar,Begusarai,TITLE MORTGAGE SUIT,19,Civil,13-09-2023
Bihar,Begusarai,TITLE SUIT,10232,Civil,30-01-2023
Bihar,Bettiah,ADOPTION CASE,9,Civil,18-10-2023
Bihar,Bettiah,ANTICIPATORY BAIL,17089,Criminal,18-04-2022
Bihar,Bettiah,APP. OF RES. SUBJUDICE U/S 10,2,Civil,13-11-2023
Bihar,Bettiah,"APPOINTMENT OF GUARDINA FOR MINOR O-32 , R-3",3,Civil,02-12-2022
Bihar,Bettiah,ARBITRATION CASE,2,Civil,24-06-2022
Bihar,Bettiah,B.P,2746,Criminal,03-06-2023
Bihar,Bettiah,BAIL PETITION,16160,Criminal,11-12-2021
Bihar,Bettiah,C.APPLN.,3,Other,01-06-2022
Bihar,Bettiah,C.B.I JUDGE(SOUTH BIHAR) PAT,1,Criminal,17-10-2023
Bihar,Bettiah,CAN. BAIL,2,Criminal,17-11-2022
Bihar,Bettiah,CIVIL APPEAL,2,Civil,11-12-2021
Bihar,Bettiah,CIVIL MISC.,444,Civil,18-01-2023
Bihar,Bettiah,CIVIL REVISION,3,Civil,29-05-2022
Bihar,Bettiah,CLAIM CASE,4,Civil,10-09-2023
Bihar,Bettiah,CLAIM CASES,279,Civil,15-12-2021
Bihar,Bettiah,COMPROMISE PETITIONER 0-23 R-3,1,Civil,15-06-2022
Bihar,Bettiah,CR. CASE COMPLAINT (O),886,Criminal,29-11-2022
Bihar,Bettiah,CR. CASE COMPLAINT (P),28350,Criminal,15-07-2023
Bihar,Bettiah,CR..REV,8,Criminal,30-01-2022
Bihar,Bettiah,CRI APP,7,Criminal,25-05-2022
Bihar,Bettiah,CRI REV,178,Criminal,13-03-2022
Bihar,Bettiah,CRI. APPEAL,682,Criminal,10-04-2022
Bihar,Bettiah,CRI. BAIL APPLN.,31,Criminal,26-04-2023
Bihar,Bettiah,CRI. CASE,40569,Criminal,12-06-2023
Bihar,Bettiah,CRI. M.A.,8,Criminal,10-08-2023
Bihar,Bettiah,CRI. MISC. APPEAL.,1,Criminal,16-06-2022
Bihar,Bettiah,CRI. REV APP.,37,Criminal,14-12-2022
Bihar,Bettiah,CRI. REV.,1917,Criminal,27-05-2022
Bihar,Bettiah,CRIMINAL MISC.,726,Criminal,02-09-2022
Bihar,Bettiah,CRIMINAL MISLANEOUS,28,Criminal,11-10-2023
Bihar,Bettiah,CROSS OBJECTION,1,Civil,10-07-2022
Bihar,Bettiah,CROSS SUIT,3,Civil,25-02-2022
Bihar,Bettiah,DAMAGE SUIT,29,Civil,02-01-2022
Bihar,Bettiah,DECLARATIVCE SUIT,1,Civil,05-02-2022
Bihar,Bettiah,DISTRESS WARRENT,1,Criminal,17-11-2021
Bihar,Bettiah,DIVORCE CASE,1286,Civil,23-05-2022
Bihar,Bettiah,DOMESTIC VIOLENCE ACT 2005,2,Criminal,01-04-2022
Bihar,Bettiah,DOMESTIC VIOLENCE CASE,49,Criminal,03-07-2023
Bihar,Bettiah,E.C.ACT.SPL.CASE,2,Criminal,16-02-2022
Bihar,Bettiah,E.S.I. ACT  CASE,2,Criminal,28-07-2022
Bihar,Bettiah,ELECT. PETN,22,Civil,08-10-2023
Bihar,Bettiah,ELECTION CASE,5,Other,24-07-2023
Bihar,Bettiah,EVICTION APPEAL,4,Civil,11-01-2022
Bihar,Bettiah,EVICTION SUIT,58,Civil,26-04-2022
Bihar,Bettiah,EVICTION SUIT(U/S BBC ACT/ U/S 111 TP ACT),29,Civil,24-01-2022
Bihar,Bettiah,EXCISE ACT,4,Criminal,31-03-2022
Bihar,Bettiah,EXCISE CASE,4976,Criminal,24-09-2022
Bihar,Bettiah,EXECUITION CASES,652,Civil,05-01-2023
Bihar,Bettiah,EXECUTION APPEAL,1,Civil,25-09-2022
Bihar,Bettiah,FINAL DECREE,210,Civil,10-08-2023
Bihar,Bettiah,FIRST APPEAL,1,Civil,07-06-2023
Bihar,Bettiah,FOOD ADULTRATION ACT,2,Other,01-10-2023
Bihar,Bettiah,FOREST ACT,3,Criminal,18-09-2023
Bihar,Bettiah,FOREST CASE,2368,Criminal,20-05-2023
Bihar,Bettiah,FOREST CASES,1,Criminal,05-02-2022
Bihar,Bettiah,GR CASE,14,Criminal,03-03-2023
Bihar,Bettiah,GUARDIAN AND WARDS CASE,10,Civil,27-09-2022
Bihar,Bettiah,GUARDIANSHIP,7,Civil,24-09-2022
Bihar,Bettiah,HARIZAN ATROCITIES ACT,1,Criminal,13-01-2022
Bihar,Bettiah,INDIAN PENAL CODE (IPC),31864,Criminal,30-06-2023
Bihar,Bettiah,"INJUNCTION O-39 , R1, 2",13,Civil,04-09-2022
Bihar,Bettiah,"INTERROGATURIES  0-11 , R -1",2,Civil,17-11-2021
Bihar,Bettiah,JUDICIAL SP. SUIT,2,Civil,24-07-2022
Bihar,Bettiah,L.A,28,Civil,30-05-2022
Bihar,Bettiah,LAND ACQUISTAION CASES,12,Civil,20-08-2023
Bihar,Bettiah,MAINTAINANCE,38,Criminal,30-03-2022
Bihar,Bettiah,MAINTENANCE CASE,1,Criminal,23-03-2023
Bihar,Bettiah,MAINTENENCE,2811,Criminal,13-03-2023
Bihar,Bettiah,MAINTENENCE CASE,3,Criminal,09-04-2022
Bihar,Bettiah,MATRIMONIAL CASE,1950,Civil,29-06-2022
Bihar,Bettiah,MATRIMONIAL SUIT,1,Civil,02-10-2022
Bihar,Bettiah,MIS. APPEAL,1,Civil,04-11-2022
Bihar,Bettiah,MISC APPEAL,20,Civil,02-01-2023
Bihar,Bettiah,MISC CASES  O-9,221,Civil,16-12-2021
Bihar,Bettiah,"MISC CASES A) O-9 , R-4  B) O-9, R-9 C) U/S 47CPC",123,Civil,23-03-2023
Bihar,Bettiah,MISC PATITION,14,Other,08-11-2023
Bihar,Bettiah,MISC. CIVIL APPEAL,109,Civil,13-10-2022
Bihar,Bettiah,MISC.CASE,33,Other,02-04-2023
Bihar,Bettiah,MISC.PETITON NO.,26,Other,19-03-2022
Bihar,Bettiah,MISCELLANEOUS,641,Other,12-09-2023
Bihar,Bettiah,MISCELLANEOUS APPEAL,172,Civil,21-02-2023
Bihar,Bettiah,MISLANEOUS,232,Civil,14-05-2022
Bihar,Bettiah,MONEY APPEAL,10,Civil,06-05-2022
Bihar,Bettiah,MONEY SUIT,171,Civil,20-06-2022
Bihar,Bettiah,MORTGAGE SUIT,4,Civil,21-07-2022
Bihar,Bettiah,MUNCI. APPEAL,1,Civil,07-10-2023
Bihar,Bettiah,MUTUAL DIVORCE CASE,144,Civil,22-12-2022
Bihar,Bettiah,NDPS  CASE,669,Criminal,06-11-2022
Bihar,Bettiah,NDPS CREI. REVN.,1,Criminal,24-12-2021
Bihar,Bettiah,NON FIR CASES,1,Criminal,17-03-2022
Bihar,Bettiah,OTHER MISC. CRI. APPLN.,5,Criminal,03-08-2022
Bihar,Bettiah,PARTION SUIT,1029,Civil,06-07-2023
Bihar,Bettiah,PARTITION SUIT,1873,Civil,19-08-2022
Bihar,Bettiah,PERMISSION PETITION,2,Civil,10-09-2022
Bihar,Bettiah,POCSO CASE,372,Criminal,22-12-2021
Bihar,Bettiah,POSCO ACT,74,Criminal,04-12-2022
Bihar,Bettiah,PROBATE CASE,423,Other,03-06-2023
Bihar,Bettiah,PROBATE CASE 108,1,Criminal,17-05-2023
Bihar,Bettiah,REDMPTION SUIT,1,Civil,01-02-2023
Bihar,Bettiah,REGULAR BAIL,1,Criminal,17-08-2023
Bihar,Bettiah,RESTITUTION OF CONJU,185,Civil,04-02-2022
Bihar,Bettiah,REVIEW APPLICATION,3,Other,25-10-2022
Bihar,Bettiah,REVOCATION CASE,10,Civil,02-03-2022
Bihar,Bettiah,RTI APPEAL,8,Civil,18-07-2022
Bihar,Bettiah,SC/ST  CASE,1437,Criminal,07-09-2023
Bihar,Bettiah,SESSION CASE,4596,Criminal,15-06-2023
Bihar,Bettiah,SESSIONCASE,182,Criminal,15-12-2021
Bihar,Bettiah,SESSIONS CASE,2103,Criminal,22-11-2022
Bihar,Bettiah,SMALL CASES,2,Criminal,27-09-2022
Bihar,Bettiah,SPL. CASE,11,Criminal,19-03-2023
Bihar,Bettiah,SPL. CASE( MSEB),1,Criminal,28-08-2023
Bihar,Bettiah,SPL. CRI. MA,1,Criminal,21-06-2023
Bihar,Bettiah,SUCCESSION,5,Civil,21-02-2023
Bihar,Bettiah,SUCCESSION CERTIFICATE APPEAL,2,Civil,11-06-2023
Bihar,Bettiah,SUCESSION CERTIFICATE CASES,132,Civil,20-11-2022
